"class","age_class","gender","fec","deaths","week","pob","class2","date_plot"
"2","0-59","2",2020-04-24,1,17,555371,6,2020-04-24
"2","60-+","1",2020-04-24,3,17,176506,7,2020-04-24
"2","60-+","2",2020-04-24,2,17,126073,8,2020-04-24
"1","0-59","1",2020-04-25,5,17,4190359,1,2020-04-25
"1","0-59","2",2020-04-25,36,17,4074690,2,2020-04-25
"1","60-+","1",2020-04-25,16,17,557258,3,2020-04-25
"1","60-+","2",2020-04-25,66,17,500271,4,2020-04-25
"2","0-59","1",2020-04-25,1,17,624067,5,2020-04-25
"2","0-59","2",2020-04-25,1,17,555371,6,2020-04-25
"2","60-+","1",2020-04-25,0,17,176506,7,2020-04-25
"2","60-+","2",2020-04-25,5,17,126073,8,2020-04-25
"1","0-59","1",2020-04-26,5,17,4190359,1,2020-04-26
"1","0-59","2",2020-04-26,22,17,4074690,2,2020-04-26
"1","60-+","1",2020-04-26,26,17,557258,3,2020-04-26
"1","60-+","2",2020-04-26,69,17,500271,4,2020-04-26
"2","0-59","1",2020-04-26,0,17,624067,5,2020-04-26
"2","0-59","2",2020-04-26,4,17,555371,6,2020-04-26
"2","60-+","1",2020-04-26,7,17,176506,7,2020-04-26
"2","60-+","2",2020-04-26,6,17,126073,8,2020-04-26
"1","0-59","1",2020-04-27,9,18,4190359,1,2020-04-27
"1","0-59","2",2020-04-27,36,18,4074690,2,2020-04-27
"1","60-+","1",2020-04-27,38,18,557258,3,2020-04-27
"1","60-+","2",2020-04-27,53,18,500271,4,2020-04-27
"2","0-59","1",2020-04-27,1,18,624067,5,2020-04-27
"2","0-59","2",2020-04-27,3,18,555371,6,2020-04-27
"2","60-+","1",2020-04-27,1,18,176506,7,2020-04-27
"2","60-+","2",2020-04-27,10,18,126073,8,2020-04-27
"1","0-59","1",2020-04-28,7,18,4190359,1,2020-04-28
"1","0-59","2",2020-04-28,39,18,4074690,2,2020-04-28
"1","60-+","1",2020-04-28,35,18,557258,3,2020-04-28
"1","60-+","2",2020-04-28,64,18,500271,4,2020-04-28
"2","0-59","1",2020-04-28,0,18,624067,5,2020-04-28
"2","0-59","2",2020-04-28,4,18,555371,6,2020-04-28
"2","60-+","1",2020-04-28,4,18,176506,7,2020-04-28
"2","60-+","2",2020-04-28,5,18,126073,8,2020-04-28
"1","0-59","1",2020-04-29,7,18,4190359,1,2020-04-29
"1","0-59","2",2020-04-29,30,18,4074690,2,2020-04-29
"1","60-+","1",2020-04-29,37,18,557258,3,2020-04-29
"1","60-+","2",2020-04-29,70,18,500271,4,2020-04-29
"2","0-59","1",2020-04-29,2,18,624067,5,2020-04-29
"2","0-59","2",2020-04-29,1,18,555371,6,2020-04-29
"2","60-+","1",2020-04-29,3,18,176506,7,2020-04-29
"2","60-+","2",2020-04-29,6,18,126073,8,2020-04-29
"1","0-59","1",2020-04-30,17,18,4190359,1,2020-04-30
"1","0-59","2",2020-04-30,41,18,4074690,2,2020-04-30
"1","60-+","1",2020-04-30,36,18,557258,3,2020-04-30
"1","60-+","2",2020-04-30,84,18,500271,4,2020-04-30
"2","0-59","1",2020-04-30,0,18,624067,5,2020-04-30
"2","0-59","2",2020-04-30,3,18,555371,6,2020-04-30
"2","60-+","1",2020-04-30,2,18,176506,7,2020-04-30
"2","60-+","2",2020-04-30,10,18,126073,8,2020-04-30
"1","0-59","1",2020-05-01,10,18,4190359,1,2020-05-01
"1","0-59","2",2020-05-01,42,18,4074690,2,2020-05-01
"1","60-+","1",2020-05-01,44,18,557258,3,2020-05-01
"1","60-+","2",2020-05-01,78,18,500271,4,2020-05-01
"2","0-59","1",2020-05-01,1,18,624067,5,2020-05-01
"2","0-59","2",2020-05-01,1,18,555371,6,2020-05-01
"2","60-+","1",2020-05-01,2,18,176506,7,2020-05-01
"2","60-+","2",2020-05-01,11,18,126073,8,2020-05-01
"1","0-59","1",2020-05-02,14,18,4190359,1,2020-05-02
"1","0-59","2",2020-05-02,40,18,4074690,2,2020-05-02
"1","60-+","1",2020-05-02,27,18,557258,3,2020-05-02
"1","60-+","2",2020-05-02,96,18,500271,4,2020-05-02
"2","0-59","1",2020-05-02,0,18,624067,5,2020-05-02
"2","0-59","2",2020-05-02,3,18,555371,6,2020-05-02
"2","60-+","1",2020-05-02,0,18,176506,7,2020-05-02
"2","60-+","2",2020-05-02,8,18,126073,8,2020-05-02
"1","0-59","1",2020-05-03,13,18,4190359,1,2020-05-03
"1","0-59","2",2020-05-03,41,18,4074690,2,2020-05-03
"1","60-+","1",2020-05-03,41,18,557258,3,2020-05-03
"1","60-+","2",2020-05-03,92,18,500271,4,2020-05-03
"2","0-59","1",2020-05-03,3,18,624067,5,2020-05-03
"2","0-59","2",2020-05-03,2,18,555371,6,2020-05-03
"2","60-+","1",2020-05-03,3,18,176506,7,2020-05-03
"2","60-+","2",2020-05-03,4,18,126073,8,2020-05-03
"1","0-59","1",2020-05-04,15,19,4190359,1,2020-05-04
"1","0-59","2",2020-05-04,43,19,4074690,2,2020-05-04
"1","60-+","1",2020-05-04,33,19,557258,3,2020-05-04
"1","60-+","2",2020-05-04,80,19,500271,4,2020-05-04
"2","0-59","1",2020-05-04,3,19,624067,5,2020-05-04
"2","0-59","2",2020-05-04,2,19,555371,6,2020-05-04
"2","60-+","1",2020-05-04,7,19,176506,7,2020-05-04
"2","60-+","2",2020-05-04,13,19,126073,8,2020-05-04
"1","0-59","1",2020-05-05,17,19,4190359,1,2020-05-05
"1","0-59","2",2020-05-05,34,19,4074690,2,2020-05-05
"1","60-+","1",2020-05-05,36,19,557258,3,2020-05-05
"1","60-+","2",2020-05-05,82,19,500271,4,2020-05-05
"2","0-59","1",2020-05-05,1,19,624067,5,2020-05-05
"2","0-59","2",2020-05-05,1,19,555371,6,2020-05-05
"2","60-+","1",2020-05-05,2,19,176506,7,2020-05-05
"2","60-+","2",2020-05-05,11,19,126073,8,2020-05-05
"1","0-59","1",2020-05-06,15,19,4190359,1,2020-05-06
"1","0-59","2",2020-05-06,39,19,4074690,2,2020-05-06
"1","60-+","1",2020-05-06,38,19,557258,3,2020-05-06
"1","60-+","2",2020-05-06,80,19,500271,4,2020-05-06
"2","0-59","1",2020-05-06,1,19,624067,5,2020-05-06
"2","0-59","2",2020-05-06,3,19,555371,6,2020-05-06
"2","60-+","1",2020-05-06,4,19,176506,7,2020-05-06
"2","60-+","2",2020-05-06,11,19,126073,8,2020-05-06
"1","0-59","1",2020-05-07,9,19,4190359,1,2020-05-07
"1","0-59","2",2020-05-07,43,19,4074690,2,2020-05-07
"1","60-+","1",2020-05-07,31,19,557258,3,2020-05-07
"1","60-+","2",2020-05-07,93,19,500271,4,2020-05-07
"2","0-59","1",2020-05-07,0,19,624067,5,2020-05-07
"2","0-59","2",2020-05-07,2,19,555371,6,2020-05-07
"2","60-+","1",2020-05-07,3,19,176506,7,2020-05-07
"2","60-+","2",2020-05-07,11,19,126073,8,2020-05-07
"1","0-59","1",2020-05-08,10,19,4190359,1,2020-05-08
"1","0-59","2",2020-05-08,50,19,4074690,2,2020-05-08
"1","60-+","1",2020-05-08,40,19,557258,3,2020-05-08
"1","60-+","2",2020-05-08,84,19,500271,4,2020-05-08
"2","0-59","1",2020-05-08,1,19,624067,5,2020-05-08
"2","0-59","2",2020-05-08,2,19,555371,6,2020-05-08
"2","60-+","1",2020-05-08,4,19,176506,7,2020-05-08
"2","60-+","2",2020-05-08,7,19,126073,8,2020-05-08
"1","0-59","1",2020-05-09,14,19,4190359,1,2020-05-09
"1","0-59","2",2020-05-09,58,19,4074690,2,2020-05-09
"1","60-+","1",2020-05-09,41,19,557258,3,2020-05-09
"1","60-+","2",2020-05-09,101,19,500271,4,2020-05-09
"2","0-59","1",2020-05-09,3,19,624067,5,2020-05-09
"2","0-59","2",2020-05-09,5,19,555371,6,2020-05-09
"2","60-+","1",2020-05-09,5,19,176506,7,2020-05-09
"2","60-+","2",2020-05-09,14,19,126073,8,2020-05-09
"1","0-59","1",2020-05-10,21,19,4190359,1,2020-05-10
"1","0-59","2",2020-05-10,49,19,4074690,2,2020-05-10
"1","60-+","1",2020-05-10,50,19,557258,3,2020-05-10
"1","60-+","2",2020-05-10,126,19,500271,4,2020-05-10
"2","0-59","1",2020-05-10,0,19,624067,5,2020-05-10
"2","0-59","2",2020-05-10,2,19,555371,6,2020-05-10
"2","60-+","1",2020-05-10,3,19,176506,7,2020-05-10
"2","60-+","2",2020-05-10,11,19,126073,8,2020-05-10
"1","0-59","1",2020-05-11,15,20,4190359,1,2020-05-11
"1","0-59","2",2020-05-11,55,20,4074690,2,2020-05-11
"1","60-+","1",2020-05-11,47,20,557258,3,2020-05-11
"1","60-+","2",2020-05-11,95,20,500271,4,2020-05-11
"2","0-59","1",2020-05-11,0,20,624067,5,2020-05-11
"2","0-59","2",2020-05-11,3,20,555371,6,2020-05-11
"2","60-+","1",2020-05-11,5,20,176506,7,2020-05-11
"2","60-+","2",2020-05-11,11,20,126073,8,2020-05-11
"1","0-59","1",2020-05-12,9,20,4190359,1,2020-05-12
"1","0-59","2",2020-05-12,45,20,4074690,2,2020-05-12
"1","60-+","1",2020-05-12,56,20,557258,3,2020-05-12
"1","60-+","2",2020-05-12,102,20,500271,4,2020-05-12
"2","0-59","1",2020-05-12,0,20,624067,5,2020-05-12
"2","0-59","2",2020-05-12,4,20,555371,6,2020-05-12
"2","60-+","1",2020-05-12,7,20,176506,7,2020-05-12
"2","60-+","2",2020-05-12,11,20,126073,8,2020-05-12
"1","0-59","1",2020-05-13,15,20,4190359,1,2020-05-13
"1","0-59","2",2020-05-13,52,20,4074690,2,2020-05-13
"1","60-+","1",2020-05-13,62,20,557258,3,2020-05-13
"1","60-+","2",2020-05-13,94,20,500271,4,2020-05-13
"2","0-59","1",2020-05-13,2,20,624067,5,2020-05-13
"2","0-59","2",2020-05-13,3,20,555371,6,2020-05-13
"2","60-+","1",2020-05-13,7,20,176506,7,2020-05-13
"2","60-+","2",2020-05-13,18,20,126073,8,2020-05-13
"1","0-59","1",2020-05-14,18,20,4190359,1,2020-05-14
"1","0-59","2",2020-05-14,51,20,4074690,2,2020-05-14
"1","60-+","1",2020-05-14,40,20,557258,3,2020-05-14
"1","60-+","2",2020-05-14,136,20,500271,4,2020-05-14
"2","0-59","1",2020-05-14,2,20,624067,5,2020-05-14
"2","0-59","2",2020-05-14,3,20,555371,6,2020-05-14
"2","60-+","1",2020-05-14,3,20,176506,7,2020-05-14
"2","60-+","2",2020-05-14,14,20,126073,8,2020-05-14
"1","0-59","1",2020-05-15,14,20,4190359,1,2020-05-15
"1","0-59","2",2020-05-15,44,20,4074690,2,2020-05-15
"1","60-+","1",2020-05-15,56,20,557258,3,2020-05-15
"1","60-+","2",2020-05-15,112,20,500271,4,2020-05-15
"2","0-59","1",2020-05-15,0,20,624067,5,2020-05-15
"2","0-59","2",2020-05-15,2,20,555371,6,2020-05-15
"2","60-+","1",2020-05-15,7,20,176506,7,2020-05-15
"2","60-+","2",2020-05-15,8,20,126073,8,2020-05-15
"1","0-59","1",2020-05-16,22,20,4190359,1,2020-05-16
"1","0-59","2",2020-05-16,56,20,4074690,2,2020-05-16
"1","60-+","1",2020-05-16,31,20,557258,3,2020-05-16
"1","60-+","2",2020-05-16,130,20,500271,4,2020-05-16
"2","0-59","1",2020-05-16,0,20,624067,5,2020-05-16
"2","0-59","2",2020-05-16,2,20,555371,6,2020-05-16
"2","60-+","1",2020-05-16,4,20,176506,7,2020-05-16
"2","60-+","2",2020-05-16,12,20,126073,8,2020-05-16
"1","0-59","1",2020-05-17,25,20,4190359,1,2020-05-17
"1","0-59","2",2020-05-17,59,20,4074690,2,2020-05-17
"1","60-+","1",2020-05-17,67,20,557258,3,2020-05-17
"1","60-+","2",2020-05-17,108,20,500271,4,2020-05-17
"2","0-59","1",2020-05-17,0,20,624067,5,2020-05-17
"2","0-59","2",2020-05-17,6,20,555371,6,2020-05-17
"2","60-+","1",2020-05-17,5,20,176506,7,2020-05-17
"2","60-+","2",2020-05-17,14,20,126073,8,2020-05-17
"1","0-59","1",2020-05-18,25,21,4190359,1,2020-05-18
"1","0-59","2",2020-05-18,59,21,4074690,2,2020-05-18
"1","60-+","1",2020-05-18,69,21,557258,3,2020-05-18
"1","60-+","2",2020-05-18,141,21,500271,4,2020-05-18
"2","0-59","1",2020-05-18,1,21,624067,5,2020-05-18
"2","0-59","2",2020-05-18,4,21,555371,6,2020-05-18
"2","60-+","1",2020-05-18,7,21,176506,7,2020-05-18
"2","60-+","2",2020-05-18,8,21,126073,8,2020-05-18
"1","0-59","1",2020-05-19,11,21,4190359,1,2020-05-19
"1","0-59","2",2020-05-19,51,21,4074690,2,2020-05-19
"1","60-+","1",2020-05-19,51,21,557258,3,2020-05-19
"1","60-+","2",2020-05-19,109,21,500271,4,2020-05-19
"2","0-59","1",2020-05-19,1,21,624067,5,2020-05-19
"2","0-59","2",2020-05-19,3,21,555371,6,2020-05-19
"2","60-+","1",2020-05-19,6,21,176506,7,2020-05-19
"2","60-+","2",2020-05-19,17,21,126073,8,2020-05-19
"1","0-59","1",2020-05-20,23,21,4190359,1,2020-05-20
"1","0-59","2",2020-05-20,62,21,4074690,2,2020-05-20
"1","60-+","1",2020-05-20,47,21,557258,3,2020-05-20
"1","60-+","2",2020-05-20,134,21,500271,4,2020-05-20
"2","0-59","1",2020-05-20,1,21,624067,5,2020-05-20
"2","0-59","2",2020-05-20,5,21,555371,6,2020-05-20
"2","60-+","1",2020-05-20,9,21,176506,7,2020-05-20
"2","60-+","2",2020-05-20,13,21,126073,8,2020-05-20
"1","0-59","1",2020-05-21,24,21,4190359,1,2020-05-21
"1","0-59","2",2020-05-21,57,21,4074690,2,2020-05-21
"1","60-+","1",2020-05-21,62,21,557258,3,2020-05-21
"1","60-+","2",2020-05-21,123,21,500271,4,2020-05-21
"2","0-59","1",2020-05-21,0,21,624067,5,2020-05-21
"2","0-59","2",2020-05-21,4,21,555371,6,2020-05-21
"2","60-+","1",2020-05-21,3,21,176506,7,2020-05-21
"2","60-+","2",2020-05-21,12,21,126073,8,2020-05-21
"1","0-59","1",2020-05-22,12,21,4190359,1,2020-05-22
"1","0-59","2",2020-05-22,51,21,4074690,2,2020-05-22
"1","60-+","1",2020-05-22,43,21,557258,3,2020-05-22
"1","60-+","2",2020-05-22,124,21,500271,4,2020-05-22
"2","0-59","1",2020-05-22,0,21,624067,5,2020-05-22
"2","0-59","2",2020-05-22,2,21,555371,6,2020-05-22
"2","60-+","1",2020-05-22,7,21,176506,7,2020-05-22
"2","60-+","2",2020-05-22,9,21,126073,8,2020-05-22
"1","0-59","1",2020-05-23,18,21,4190359,1,2020-05-23
"1","0-59","2",2020-05-23,56,21,4074690,2,2020-05-23
"1","60-+","1",2020-05-23,69,21,557258,3,2020-05-23
"1","60-+","2",2020-05-23,134,21,500271,4,2020-05-23
"2","0-59","1",2020-05-23,4,21,624067,5,2020-05-23
"2","0-59","2",2020-05-23,6,21,555371,6,2020-05-23
"2","60-+","1",2020-05-23,8,21,176506,7,2020-05-23
"2","60-+","2",2020-05-23,8,21,126073,8,2020-05-23
"1","0-59","1",2020-05-24,19,21,4190359,1,2020-05-24
"1","0-59","2",2020-05-24,64,21,4074690,2,2020-05-24
"1","60-+","1",2020-05-24,74,21,557258,3,2020-05-24
"1","60-+","2",2020-05-24,135,21,500271,4,2020-05-24
"2","0-59","1",2020-05-24,0,21,624067,5,2020-05-24
"2","0-59","2",2020-05-24,5,21,555371,6,2020-05-24
"2","60-+","1",2020-05-24,5,21,176506,7,2020-05-24
"2","60-+","2",2020-05-24,11,21,126073,8,2020-05-24
"1","0-59","1",2020-05-25,18,22,4190359,1,2020-05-25
"1","0-59","2",2020-05-25,72,22,4074690,2,2020-05-25
"1","60-+","1",2020-05-25,58,22,557258,3,2020-05-25
"1","60-+","2",2020-05-25,130,22,500271,4,2020-05-25
"2","0-59","1",2020-05-25,2,22,624067,5,2020-05-25
"2","0-59","2",2020-05-25,4,22,555371,6,2020-05-25
"2","60-+","1",2020-05-25,6,22,176506,7,2020-05-25
"2","60-+","2",2020-05-25,16,22,126073,8,2020-05-25
"1","0-59","1",2020-05-26,23,22,4190359,1,2020-05-26
"1","0-59","2",2020-05-26,56,22,4074690,2,2020-05-26
"1","60-+","1",2020-05-26,65,22,557258,3,2020-05-26
"1","60-+","2",2020-05-26,133,22,500271,4,2020-05-26
"2","0-59","1",2020-05-26,1,22,624067,5,2020-05-26
"2","0-59","2",2020-05-26,5,22,555371,6,2020-05-26
"2","60-+","1",2020-05-26,4,22,176506,7,2020-05-26
"2","60-+","2",2020-05-26,16,22,126073,8,2020-05-26
"1","0-59","1",2020-05-27,27,22,4190359,1,2020-05-27
"1","0-59","2",2020-05-27,75,22,4074690,2,2020-05-27
"1","60-+","1",2020-05-27,62,22,557258,3,2020-05-27
"1","60-+","2",2020-05-27,132,22,500271,4,2020-05-27
"2","0-59","1",2020-05-27,1,22,624067,5,2020-05-27
"2","0-59","2",2020-05-27,6,22,555371,6,2020-05-27
"2","60-+","1",2020-05-27,6,22,176506,7,2020-05-27
"2","60-+","2",2020-05-27,12,22,126073,8,2020-05-27
"1","0-59","1",2020-05-28,20,22,4190359,1,2020-05-28
"1","0-59","2",2020-05-28,45,22,4074690,2,2020-05-28
"1","60-+","1",2020-05-28,47,22,557258,3,2020-05-28
"1","60-+","2",2020-05-28,142,22,500271,4,2020-05-28
"2","0-59","1",2020-05-28,2,22,624067,5,2020-05-28
"2","0-59","2",2020-05-28,3,22,555371,6,2020-05-28
"2","60-+","1",2020-05-28,7,22,176506,7,2020-05-28
"2","60-+","2",2020-05-28,13,22,126073,8,2020-05-28
"1","0-59","1",2020-05-29,14,22,4190359,1,2020-05-29
"1","0-59","2",2020-05-29,71,22,4074690,2,2020-05-29
"1","60-+","1",2020-05-29,71,22,557258,3,2020-05-29
"1","60-+","2",2020-05-29,149,22,500271,4,2020-05-29
"2","0-59","1",2020-05-29,2,22,624067,5,2020-05-29
"2","0-59","2",2020-05-29,8,22,555371,6,2020-05-29
"2","60-+","1",2020-05-29,6,22,176506,7,2020-05-29
"2","60-+","2",2020-05-29,14,22,126073,8,2020-05-29
"1","0-59","1",2020-05-30,22,22,4190359,1,2020-05-30
"1","0-59","2",2020-05-30,62,22,4074690,2,2020-05-30
"1","60-+","1",2020-05-30,54,22,557258,3,2020-05-30
"1","60-+","2",2020-05-30,136,22,500271,4,2020-05-30
"2","0-59","1",2020-05-30,0,22,624067,5,2020-05-30
"2","0-59","2",2020-05-30,8,22,555371,6,2020-05-30
"2","60-+","1",2020-05-30,10,22,176506,7,2020-05-30
"2","60-+","2",2020-05-30,15,22,126073,8,2020-05-30
"1","0-59","1",2020-05-31,31,22,4190359,1,2020-05-31
"1","0-59","2",2020-05-31,74,22,4074690,2,2020-05-31
"1","60-+","1",2020-05-31,45,22,557258,3,2020-05-31
"1","60-+","2",2020-05-31,120,22,500271,4,2020-05-31
"2","0-59","1",2020-05-31,0,22,624067,5,2020-05-31
"2","0-59","2",2020-05-31,4,22,555371,6,2020-05-31
"2","60-+","1",2020-05-31,7,22,176506,7,2020-05-31
"2","60-+","2",2020-05-31,16,22,126073,8,2020-05-31
"1","0-59","1",2020-06-01,32,23,4190359,1,2020-06-01
"1","0-59","2",2020-06-01,79,23,4074690,2,2020-06-01
"1","60-+","1",2020-06-01,69,23,557258,3,2020-06-01
"1","60-+","2",2020-06-01,140,23,500271,4,2020-06-01
"2","0-59","1",2020-06-01,0,23,624067,5,2020-06-01
"2","0-59","2",2020-06-01,5,23,555371,6,2020-06-01
"2","60-+","1",2020-06-01,11,23,176506,7,2020-06-01
"2","60-+","2",2020-06-01,14,23,126073,8,2020-06-01
"1","0-59","1",2020-06-02,25,23,4190359,1,2020-06-02
"1","0-59","2",2020-06-02,54,23,4074690,2,2020-06-02
"1","60-+","1",2020-06-02,57,23,557258,3,2020-06-02
"1","60-+","2",2020-06-02,130,23,500271,4,2020-06-02
"2","0-59","1",2020-06-02,2,23,624067,5,2020-06-02
"2","0-59","2",2020-06-02,7,23,555371,6,2020-06-02
"2","60-+","1",2020-06-02,1,23,176506,7,2020-06-02
"2","60-+","2",2020-06-02,20,23,126073,8,2020-06-02
"1","0-59","1",2020-06-03,19,23,4190359,1,2020-06-03
"1","0-59","2",2020-06-03,65,23,4074690,2,2020-06-03
"1","60-+","1",2020-06-03,47,23,557258,3,2020-06-03
"1","60-+","2",2020-06-03,117,23,500271,4,2020-06-03
"2","0-59","1",2020-06-03,2,23,624067,5,2020-06-03
"2","0-59","2",2020-06-03,3,23,555371,6,2020-06-03
"2","60-+","1",2020-06-03,5,23,176506,7,2020-06-03
"2","60-+","2",2020-06-03,13,23,126073,8,2020-06-03
"1","0-59","1",2020-06-04,18,23,4190359,1,2020-06-04
"1","0-59","2",2020-06-04,64,23,4074690,2,2020-06-04
"1","60-+","1",2020-06-04,69,23,557258,3,2020-06-04
"1","60-+","2",2020-06-04,130,23,500271,4,2020-06-04
"2","0-59","1",2020-06-04,2,23,624067,5,2020-06-04
"2","0-59","2",2020-06-04,5,23,555371,6,2020-06-04
"2","60-+","1",2020-06-04,7,23,176506,7,2020-06-04
"2","60-+","2",2020-06-04,17,23,126073,8,2020-06-04
"1","0-59","1",2020-06-05,20,23,4190359,1,2020-06-05
"1","0-59","2",2020-06-05,67,23,4074690,2,2020-06-05
"1","60-+","1",2020-06-05,58,23,557258,3,2020-06-05
"1","60-+","2",2020-06-05,138,23,500271,4,2020-06-05
"2","0-59","1",2020-06-05,0,23,624067,5,2020-06-05
"2","0-59","2",2020-06-05,4,23,555371,6,2020-06-05
"2","60-+","1",2020-06-05,8,23,176506,7,2020-06-05
"2","60-+","2",2020-06-05,11,23,126073,8,2020-06-05
"1","0-59","1",2020-06-06,24,23,4190359,1,2020-06-06
"1","0-59","2",2020-06-06,69,23,4074690,2,2020-06-06
"1","60-+","1",2020-06-06,61,23,557258,3,2020-06-06
"1","60-+","2",2020-06-06,152,23,500271,4,2020-06-06
"2","0-59","1",2020-06-06,0,23,624067,5,2020-06-06
"2","0-59","2",2020-06-06,7,23,555371,6,2020-06-06
"2","60-+","1",2020-06-06,7,23,176506,7,2020-06-06
"2","60-+","2",2020-06-06,12,23,126073,8,2020-06-06
"1","0-59","1",2020-06-07,24,23,4190359,1,2020-06-07
"1","0-59","2",2020-06-07,65,23,4074690,2,2020-06-07
"1","60-+","1",2020-06-07,62,23,557258,3,2020-06-07
"1","60-+","2",2020-06-07,113,23,500271,4,2020-06-07
"2","0-59","1",2020-06-07,3,23,624067,5,2020-06-07
"2","0-59","2",2020-06-07,1,23,555371,6,2020-06-07
"2","60-+","1",2020-06-07,5,23,176506,7,2020-06-07
"2","60-+","2",2020-06-07,9,23,126073,8,2020-06-07
"1","0-59","1",2020-06-08,23,24,4190359,1,2020-06-08
"1","0-59","2",2020-06-08,71,24,4074690,2,2020-06-08
"1","60-+","1",2020-06-08,55,24,557258,3,2020-06-08
"1","60-+","2",2020-06-08,146,24,500271,4,2020-06-08
"2","0-59","1",2020-06-08,1,24,624067,5,2020-06-08
"2","0-59","2",2020-06-08,5,24,555371,6,2020-06-08
"2","60-+","1",2020-06-08,7,24,176506,7,2020-06-08
"2","60-+","2",2020-06-08,14,24,126073,8,2020-06-08
"1","0-59","1",2020-06-09,19,24,4190359,1,2020-06-09
"1","0-59","2",2020-06-09,62,24,4074690,2,2020-06-09
"1","60-+","1",2020-06-09,51,24,557258,3,2020-06-09
"1","60-+","2",2020-06-09,110,24,500271,4,2020-06-09
"2","0-59","1",2020-06-09,2,24,624067,5,2020-06-09
"2","0-59","2",2020-06-09,3,24,555371,6,2020-06-09
"2","60-+","1",2020-06-09,8,24,176506,7,2020-06-09
"2","60-+","2",2020-06-09,20,24,126073,8,2020-06-09
"1","0-59","1",2020-06-10,30,24,4190359,1,2020-06-10
"1","0-59","2",2020-06-10,71,24,4074690,2,2020-06-10
"1","60-+","1",2020-06-10,55,24,557258,3,2020-06-10
"1","60-+","2",2020-06-10,131,24,500271,4,2020-06-10
"2","0-59","1",2020-06-10,2,24,624067,5,2020-06-10
"2","0-59","2",2020-06-10,4,24,555371,6,2020-06-10
"2","60-+","1",2020-06-10,10,24,176506,7,2020-06-10
"2","60-+","2",2020-06-10,12,24,126073,8,2020-06-10
"1","0-59","1",2020-06-11,23,24,4190359,1,2020-06-11
"1","0-59","2",2020-06-11,65,24,4074690,2,2020-06-11
"1","60-+","1",2020-06-11,53,24,557258,3,2020-06-11
"1","60-+","2",2020-06-11,146,24,500271,4,2020-06-11
"2","0-59","1",2020-06-11,2,24,624067,5,2020-06-11
"2","0-59","2",2020-06-11,3,24,555371,6,2020-06-11
"2","60-+","1",2020-06-11,6,24,176506,7,2020-06-11
"2","60-+","2",2020-06-11,12,24,126073,8,2020-06-11
"1","0-59","1",2020-06-12,20,24,4190359,1,2020-06-12
"1","0-59","2",2020-06-12,62,24,4074690,2,2020-06-12
"1","60-+","1",2020-06-12,59,24,557258,3,2020-06-12
"1","60-+","2",2020-06-12,113,24,500271,4,2020-06-12
"2","0-59","1",2020-06-12,2,24,624067,5,2020-06-12
"2","0-59","2",2020-06-12,7,24,555371,6,2020-06-12
"2","60-+","1",2020-06-12,7,24,176506,7,2020-06-12
"2","60-+","2",2020-06-12,21,24,126073,8,2020-06-12
"1","0-59","1",2020-06-13,18,24,4190359,1,2020-06-13
"1","0-59","2",2020-06-13,66,24,4074690,2,2020-06-13
"1","60-+","1",2020-06-13,64,24,557258,3,2020-06-13
"1","60-+","2",2020-06-13,119,24,500271,4,2020-06-13
"2","0-59","1",2020-06-13,3,24,624067,5,2020-06-13
"2","0-59","2",2020-06-13,9,24,555371,6,2020-06-13
"2","60-+","1",2020-06-13,8,24,176506,7,2020-06-13
"2","60-+","2",2020-06-13,9,24,126073,8,2020-06-13
"1","0-59","1",2020-06-14,19,24,4190359,1,2020-06-14
"1","0-59","2",2020-06-14,60,24,4074690,2,2020-06-14
"1","60-+","1",2020-06-14,53,24,557258,3,2020-06-14
"1","60-+","2",2020-06-14,138,24,500271,4,2020-06-14
"2","0-59","1",2020-06-14,0,24,624067,5,2020-06-14
"2","0-59","2",2020-06-14,6,24,555371,6,2020-06-14
"2","60-+","1",2020-06-14,7,24,176506,7,2020-06-14
"2","60-+","2",2020-06-14,8,24,126073,8,2020-06-14
"1","0-59","1",2020-06-15,23,25,4190359,1,2020-06-15
"1","0-59","2",2020-06-15,69,25,4074690,2,2020-06-15
"1","60-+","1",2020-06-15,56,25,557258,3,2020-06-15
"1","60-+","2",2020-06-15,137,25,500271,4,2020-06-15
"2","0-59","1",2020-06-15,1,25,624067,5,2020-06-15
"2","0-59","2",2020-06-15,7,25,555371,6,2020-06-15
"2","60-+","1",2020-06-15,11,25,176506,7,2020-06-15
"2","60-+","2",2020-06-15,14,25,126073,8,2020-06-15
"1","0-59","1",2020-06-16,26,25,4190359,1,2020-06-16
"1","0-59","2",2020-06-16,67,25,4074690,2,2020-06-16
"1","60-+","1",2020-06-16,52,25,557258,3,2020-06-16
"1","60-+","2",2020-06-16,122,25,500271,4,2020-06-16
"2","0-59","1",2020-06-16,1,25,624067,5,2020-06-16
"2","0-59","2",2020-06-16,2,25,555371,6,2020-06-16
"2","60-+","1",2020-06-16,9,25,176506,7,2020-06-16
"2","60-+","2",2020-06-16,7,25,126073,8,2020-06-16
"1","0-59","1",2020-06-17,13,25,4190359,1,2020-06-17
"1","0-59","2",2020-06-17,64,25,4074690,2,2020-06-17
"1","60-+","1",2020-06-17,50,25,557258,3,2020-06-17
"1","60-+","2",2020-06-17,124,25,500271,4,2020-06-17
"2","0-59","1",2020-06-17,1,25,624067,5,2020-06-17
"2","0-59","2",2020-06-17,9,25,555371,6,2020-06-17
