"class","age_class","gender","fec","deaths","week","pob","class2","date_plot"
"2","60-+","2",2020-08-10,15,33,126073,8,2020-08-10
"1","0-59","1",2020-08-11,16,33,4190359,1,2020-08-11
"1","0-59","2",2020-08-11,43,33,4074690,2,2020-08-11
"1","60-+","1",2020-08-11,44,33,557258,3,2020-08-11
"1","60-+","2",2020-08-11,108,33,500271,4,2020-08-11
"2","0-59","1",2020-08-11,2,33,624067,5,2020-08-11
"2","0-59","2",2020-08-11,3,33,555371,6,2020-08-11
"2","60-+","1",2020-08-11,12,33,176506,7,2020-08-11
"2","60-+","2",2020-08-11,16,33,126073,8,2020-08-11
"1","0-59","1",2020-08-12,22,33,4190359,1,2020-08-12
"1","0-59","2",2020-08-12,46,33,4074690,2,2020-08-12
"1","60-+","1",2020-08-12,59,33,557258,3,2020-08-12
"1","60-+","2",2020-08-12,96,33,500271,4,2020-08-12
"2","0-59","1",2020-08-12,1,33,624067,5,2020-08-12
"2","0-59","2",2020-08-12,4,33,555371,6,2020-08-12
"2","60-+","1",2020-08-12,11,33,176506,7,2020-08-12
"2","60-+","2",2020-08-12,18,33,126073,8,2020-08-12
"1","0-59","1",2020-08-13,8,33,4190359,1,2020-08-13
"1","0-59","2",2020-08-13,49,33,4074690,2,2020-08-13
"1","60-+","1",2020-08-13,55,33,557258,3,2020-08-13
"1","60-+","2",2020-08-13,104,33,500271,4,2020-08-13
"2","0-59","1",2020-08-13,2,33,624067,5,2020-08-13
"2","0-59","2",2020-08-13,5,33,555371,6,2020-08-13
"2","60-+","1",2020-08-13,13,33,176506,7,2020-08-13
"2","60-+","2",2020-08-13,16,33,126073,8,2020-08-13
"1","0-59","1",2020-08-14,16,33,4190359,1,2020-08-14
"1","0-59","2",2020-08-14,47,33,4074690,2,2020-08-14
"1","60-+","1",2020-08-14,43,33,557258,3,2020-08-14
"1","60-+","2",2020-08-14,115,33,500271,4,2020-08-14
"2","0-59","1",2020-08-14,2,33,624067,5,2020-08-14
"2","0-59","2",2020-08-14,4,33,555371,6,2020-08-14
"2","60-+","1",2020-08-14,7,33,176506,7,2020-08-14
"2","60-+","2",2020-08-14,15,33,126073,8,2020-08-14
"1","0-59","1",2020-08-15,15,33,4190359,1,2020-08-15
"1","0-59","2",2020-08-15,52,33,4074690,2,2020-08-15
"1","60-+","1",2020-08-15,45,33,557258,3,2020-08-15
"1","60-+","2",2020-08-15,103,33,500271,4,2020-08-15
"2","0-59","1",2020-08-15,0,33,624067,5,2020-08-15
"2","0-59","2",2020-08-15,5,33,555371,6,2020-08-15
"2","60-+","1",2020-08-15,6,33,176506,7,2020-08-15
"2","60-+","2",2020-08-15,14,33,126073,8,2020-08-15
"1","0-59","1",2020-08-16,7,33,4190359,1,2020-08-16
"1","0-59","2",2020-08-16,41,33,4074690,2,2020-08-16
"1","60-+","1",2020-08-16,35,33,557258,3,2020-08-16
"1","60-+","2",2020-08-16,100,33,500271,4,2020-08-16
"2","0-59","1",2020-08-16,3,33,624067,5,2020-08-16
"2","0-59","2",2020-08-16,2,33,555371,6,2020-08-16
"2","60-+","1",2020-08-16,6,33,176506,7,2020-08-16
"2","60-+","2",2020-08-16,12,33,126073,8,2020-08-16
"1","0-59","1",2020-08-17,18,34,4190359,1,2020-08-17
"1","0-59","2",2020-08-17,49,34,4074690,2,2020-08-17
"1","60-+","1",2020-08-17,41,34,557258,3,2020-08-17
"1","60-+","2",2020-08-17,99,34,500271,4,2020-08-17
"2","0-59","1",2020-08-17,0,34,624067,5,2020-08-17
"2","0-59","2",2020-08-17,4,34,555371,6,2020-08-17
"2","60-+","1",2020-08-17,9,34,176506,7,2020-08-17
"2","60-+","2",2020-08-17,24,34,126073,8,2020-08-17
"1","0-59","1",2020-08-18,13,34,4190359,1,2020-08-18
"1","0-59","2",2020-08-18,39,34,4074690,2,2020-08-18
"1","60-+","1",2020-08-18,48,34,557258,3,2020-08-18
"1","60-+","2",2020-08-18,92,34,500271,4,2020-08-18
"2","0-59","1",2020-08-18,0,34,624067,5,2020-08-18
"2","0-59","2",2020-08-18,3,34,555371,6,2020-08-18
"2","60-+","1",2020-08-18,9,34,176506,7,2020-08-18
"2","60-+","2",2020-08-18,21,34,126073,8,2020-08-18
"1","0-59","1",2020-08-19,20,34,4190359,1,2020-08-19
"1","0-59","2",2020-08-19,31,34,4074690,2,2020-08-19
"1","60-+","1",2020-08-19,48,34,557258,3,2020-08-19
"1","60-+","2",2020-08-19,85,34,500271,4,2020-08-19
"2","0-59","1",2020-08-19,3,34,624067,5,2020-08-19
"2","0-59","2",2020-08-19,4,34,555371,6,2020-08-19
"2","60-+","1",2020-08-19,12,34,176506,7,2020-08-19
"2","60-+","2",2020-08-19,8,34,126073,8,2020-08-19
"1","0-59","1",2020-08-20,21,34,4190359,1,2020-08-20
"1","0-59","2",2020-08-20,42,34,4074690,2,2020-08-20
"1","60-+","1",2020-08-20,44,34,557258,3,2020-08-20
"1","60-+","2",2020-08-20,76,34,500271,4,2020-08-20
"2","0-59","1",2020-08-20,0,34,624067,5,2020-08-20
"2","0-59","2",2020-08-20,3,34,555371,6,2020-08-20
"2","60-+","1",2020-08-20,5,34,176506,7,2020-08-20
"2","60-+","2",2020-08-20,16,34,126073,8,2020-08-20
"1","0-59","1",2020-08-21,17,34,4190359,1,2020-08-21
"1","0-59","2",2020-08-21,40,34,4074690,2,2020-08-21
"1","60-+","1",2020-08-21,52,34,557258,3,2020-08-21
"1","60-+","2",2020-08-21,81,34,500271,4,2020-08-21
"2","0-59","1",2020-08-21,1,34,624067,5,2020-08-21
"2","0-59","2",2020-08-21,6,34,555371,6,2020-08-21
"2","60-+","1",2020-08-21,3,34,176506,7,2020-08-21
"2","60-+","2",2020-08-21,16,34,126073,8,2020-08-21
"1","0-59","1",2020-08-22,15,34,4190359,1,2020-08-22
"1","0-59","2",2020-08-22,36,34,4074690,2,2020-08-22
"1","60-+","1",2020-08-22,41,34,557258,3,2020-08-22
"1","60-+","2",2020-08-22,99,34,500271,4,2020-08-22
"2","0-59","1",2020-08-22,1,34,624067,5,2020-08-22
"2","0-59","2",2020-08-22,7,34,555371,6,2020-08-22
"2","60-+","1",2020-08-22,7,34,176506,7,2020-08-22
"2","60-+","2",2020-08-22,14,34,126073,8,2020-08-22
"1","0-59","1",2020-08-23,13,34,4190359,1,2020-08-23
"1","0-59","2",2020-08-23,36,34,4074690,2,2020-08-23
"1","60-+","1",2020-08-23,43,34,557258,3,2020-08-23
"1","60-+","2",2020-08-23,91,34,500271,4,2020-08-23
"2","0-59","1",2020-08-23,1,34,624067,5,2020-08-23
"2","0-59","2",2020-08-23,7,34,555371,6,2020-08-23
"2","60-+","1",2020-08-23,8,34,176506,7,2020-08-23
"2","60-+","2",2020-08-23,14,34,126073,8,2020-08-23
"1","0-59","1",2020-08-24,17,35,4190359,1,2020-08-24
"1","0-59","2",2020-08-24,35,35,4074690,2,2020-08-24
"1","60-+","1",2020-08-24,26,35,557258,3,2020-08-24
"1","60-+","2",2020-08-24,86,35,500271,4,2020-08-24
"2","0-59","1",2020-08-24,2,35,624067,5,2020-08-24
"2","0-59","2",2020-08-24,4,35,555371,6,2020-08-24
"2","60-+","1",2020-08-24,7,35,176506,7,2020-08-24
"2","60-+","2",2020-08-24,15,35,126073,8,2020-08-24
"1","0-59","1",2020-08-25,14,35,4190359,1,2020-08-25
"1","0-59","2",2020-08-25,40,35,4074690,2,2020-08-25
"1","60-+","1",2020-08-25,37,35,557258,3,2020-08-25
"1","60-+","2",2020-08-25,92,35,500271,4,2020-08-25
"2","0-59","1",2020-08-25,1,35,624067,5,2020-08-25
"2","0-59","2",2020-08-25,6,35,555371,6,2020-08-25
"2","60-+","1",2020-08-25,5,35,176506,7,2020-08-25
"2","60-+","2",2020-08-25,8,35,126073,8,2020-08-25
"1","0-59","1",2020-08-26,11,35,4190359,1,2020-08-26
"1","0-59","2",2020-08-26,36,35,4074690,2,2020-08-26
"1","60-+","1",2020-08-26,38,35,557258,3,2020-08-26
"1","60-+","2",2020-08-26,75,35,500271,4,2020-08-26
"2","0-59","1",2020-08-26,2,35,624067,5,2020-08-26
"2","0-59","2",2020-08-26,5,35,555371,6,2020-08-26
"2","60-+","1",2020-08-26,4,35,176506,7,2020-08-26
"2","60-+","2",2020-08-26,15,35,126073,8,2020-08-26
"1","0-59","1",2020-08-27,10,35,4190359,1,2020-08-27
"1","0-59","2",2020-08-27,31,35,4074690,2,2020-08-27
"1","60-+","1",2020-08-27,46,35,557258,3,2020-08-27
"1","60-+","2",2020-08-27,90,35,500271,4,2020-08-27
"2","0-59","1",2020-08-27,2,35,624067,5,2020-08-27
"2","0-59","2",2020-08-27,1,35,555371,6,2020-08-27
"2","60-+","1",2020-08-27,8,35,176506,7,2020-08-27
"2","60-+","2",2020-08-27,7,35,126073,8,2020-08-27
"1","0-59","1",2020-08-28,7,35,4190359,1,2020-08-28
"1","0-59","2",2020-08-28,23,35,4074690,2,2020-08-28
"1","60-+","1",2020-08-28,43,35,557258,3,2020-08-28
"1","60-+","2",2020-08-28,86,35,500271,4,2020-08-28
"2","0-59","1",2020-08-28,1,35,624067,5,2020-08-28
"2","0-59","2",2020-08-28,5,35,555371,6,2020-08-28
"2","60-+","1",2020-08-28,5,35,176506,7,2020-08-28
"2","60-+","2",2020-08-28,12,35,126073,8,2020-08-28
"1","0-59","1",2020-08-29,12,35,4190359,1,2020-08-29
"1","0-59","2",2020-08-29,42,35,4074690,2,2020-08-29
"1","60-+","1",2020-08-29,27,35,557258,3,2020-08-29
"1","60-+","2",2020-08-29,73,35,500271,4,2020-08-29
"2","0-59","1",2020-08-29,2,35,624067,5,2020-08-29
"2","0-59","2",2020-08-29,6,35,555371,6,2020-08-29
"2","60-+","1",2020-08-29,6,35,176506,7,2020-08-29
"2","60-+","2",2020-08-29,17,35,126073,8,2020-08-29
"1","0-59","1",2020-08-30,9,35,4190359,1,2020-08-30
"1","0-59","2",2020-08-30,31,35,4074690,2,2020-08-30
"1","60-+","1",2020-08-30,31,35,557258,3,2020-08-30
"1","60-+","2",2020-08-30,64,35,500271,4,2020-08-30
"2","0-59","1",2020-08-30,0,35,624067,5,2020-08-30
"2","0-59","2",2020-08-30,3,35,555371,6,2020-08-30
"2","60-+","1",2020-08-30,5,35,176506,7,2020-08-30
"2","60-+","2",2020-08-30,9,35,126073,8,2020-08-30
"1","0-59","1",2020-08-31,11,36,4190359,1,2020-08-31
"1","0-59","2",2020-08-31,32,36,4074690,2,2020-08-31
"1","60-+","1",2020-08-31,30,36,557258,3,2020-08-31
"1","60-+","2",2020-08-31,63,36,500271,4,2020-08-31
"2","0-59","1",2020-08-31,2,36,624067,5,2020-08-31
"2","0-59","2",2020-08-31,6,36,555371,6,2020-08-31
"2","60-+","1",2020-08-31,6,36,176506,7,2020-08-31
"2","60-+","2",2020-08-31,12,36,126073,8,2020-08-31
"1","0-59","1",2020-09-01,15,36,4190359,1,2020-09-01
"1","0-59","2",2020-09-01,34,36,4074690,2,2020-09-01
"1","60-+","1",2020-09-01,24,36,557258,3,2020-09-01
"1","60-+","2",2020-09-01,69,36,500271,4,2020-09-01
"2","0-59","1",2020-09-01,3,36,624067,5,2020-09-01
"2","0-59","2",2020-09-01,8,36,555371,6,2020-09-01
"2","60-+","1",2020-09-01,9,36,176506,7,2020-09-01
"2","60-+","2",2020-09-01,13,36,126073,8,2020-09-01
"1","0-59","1",2020-09-02,8,36,4190359,1,2020-09-02
"1","0-59","2",2020-09-02,39,36,4074690,2,2020-09-02
"1","60-+","1",2020-09-02,23,36,557258,3,2020-09-02
"1","60-+","2",2020-09-02,76,36,500271,4,2020-09-02
"2","0-59","1",2020-09-02,1,36,624067,5,2020-09-02
"2","0-59","2",2020-09-02,5,36,555371,6,2020-09-02
"2","60-+","1",2020-09-02,6,36,176506,7,2020-09-02
"2","60-+","2",2020-09-02,14,36,126073,8,2020-09-02
"1","0-59","1",2020-09-03,7,36,4190359,1,2020-09-03
"1","0-59","2",2020-09-03,32,36,4074690,2,2020-09-03
"1","60-+","1",2020-09-03,32,36,557258,3,2020-09-03
"1","60-+","2",2020-09-03,50,36,500271,4,2020-09-03
"2","0-59","1",2020-09-03,1,36,624067,5,2020-09-03
"2","0-59","2",2020-09-03,3,36,555371,6,2020-09-03
"2","60-+","1",2020-09-03,1,36,176506,7,2020-09-03
"2","60-+","2",2020-09-03,14,36,126073,8,2020-09-03
"1","0-59","1",2020-09-04,8,36,4190359,1,2020-09-04
"1","0-59","2",2020-09-04,19,36,4074690,2,2020-09-04
"1","60-+","1",2020-09-04,28,36,557258,3,2020-09-04
"1","60-+","2",2020-09-04,63,36,500271,4,2020-09-04
"2","0-59","1",2020-09-04,2,36,624067,5,2020-09-04
"2","0-59","2",2020-09-04,4,36,555371,6,2020-09-04
"2","60-+","1",2020-09-04,4,36,176506,7,2020-09-04
"2","60-+","2",2020-09-04,11,36,126073,8,2020-09-04
"1","0-59","1",2020-09-05,8,36,4190359,1,2020-09-05
"1","0-59","2",2020-09-05,24,36,4074690,2,2020-09-05
"1","60-+","1",2020-09-05,22,36,557258,3,2020-09-05
"1","60-+","2",2020-09-05,77,36,500271,4,2020-09-05
"2","0-59","1",2020-09-05,1,36,624067,5,2020-09-05
"2","0-59","2",2020-09-05,5,36,555371,6,2020-09-05
"2","60-+","1",2020-09-05,8,36,176506,7,2020-09-05
"2","60-+","2",2020-09-05,9,36,126073,8,2020-09-05
"1","0-59","1",2020-09-06,5,36,4190359,1,2020-09-06
"1","0-59","2",2020-09-06,17,36,4074690,2,2020-09-06
"1","60-+","1",2020-09-06,31,36,557258,3,2020-09-06
"1","60-+","2",2020-09-06,71,36,500271,4,2020-09-06
"2","0-59","1",2020-09-06,1,36,624067,5,2020-09-06
"2","0-59","2",2020-09-06,4,36,555371,6,2020-09-06
"2","60-+","1",2020-09-06,8,36,176506,7,2020-09-06
"2","60-+","2",2020-09-06,13,36,126073,8,2020-09-06
"1","0-59","1",2020-09-07,10,37,4190359,1,2020-09-07
"1","0-59","2",2020-09-07,20,37,4074690,2,2020-09-07
"1","60-+","1",2020-09-07,22,37,557258,3,2020-09-07
"1","60-+","2",2020-09-07,66,37,500271,4,2020-09-07
"2","0-59","1",2020-09-07,1,37,624067,5,2020-09-07
"2","0-59","2",2020-09-07,3,37,555371,6,2020-09-07
"2","60-+","1",2020-09-07,4,37,176506,7,2020-09-07
"2","60-+","2",2020-09-07,12,37,126073,8,2020-09-07
"1","0-59","1",2020-09-08,8,37,4190359,1,2020-09-08
"1","0-59","2",2020-09-08,23,37,4074690,2,2020-09-08
"1","60-+","1",2020-09-08,30,37,557258,3,2020-09-08
"1","60-+","2",2020-09-08,68,37,500271,4,2020-09-08
"2","0-59","1",2020-09-08,1,37,624067,5,2020-09-08
"2","0-59","2",2020-09-08,5,37,555371,6,2020-09-08
"2","60-+","1",2020-09-08,10,37,176506,7,2020-09-08
"2","60-+","2",2020-09-08,13,37,126073,8,2020-09-08
"1","0-59","1",2020-09-09,7,37,4190359,1,2020-09-09
"1","0-59","2",2020-09-09,19,37,4074690,2,2020-09-09
"1","60-+","1",2020-09-09,28,37,557258,3,2020-09-09
"1","60-+","2",2020-09-09,55,37,500271,4,2020-09-09
"2","0-59","1",2020-09-09,0,37,624067,5,2020-09-09
"2","0-59","2",2020-09-09,1,37,555371,6,2020-09-09
"2","60-+","1",2020-09-09,6,37,176506,7,2020-09-09
"2","60-+","2",2020-09-09,11,37,126073,8,2020-09-09
"1","0-59","1",2020-09-10,7,37,4190359,1,2020-09-10
"1","0-59","2",2020-09-10,20,37,4074690,2,2020-09-10
"1","60-+","1",2020-09-10,29,37,557258,3,2020-09-10
"1","60-+","2",2020-09-10,50,37,500271,4,2020-09-10
"2","0-59","1",2020-09-10,1,37,624067,5,2020-09-10
"2","0-59","2",2020-09-10,2,37,555371,6,2020-09-10
"2","60-+","1",2020-09-10,5,37,176506,7,2020-09-10
"2","60-+","2",2020-09-10,10,37,126073,8,2020-09-10
"1","0-59","1",2020-09-11,9,37,4190359,1,2020-09-11
"1","0-59","2",2020-09-11,20,37,4074690,2,2020-09-11
"1","60-+","1",2020-09-11,26,37,557258,3,2020-09-11
"1","60-+","2",2020-09-11,49,37,500271,4,2020-09-11
"2","0-59","1",2020-09-11,0,37,624067,5,2020-09-11
"2","0-59","2",2020-09-11,3,37,555371,6,2020-09-11
"2","60-+","1",2020-09-11,2,37,176506,7,2020-09-11
"2","60-+","2",2020-09-11,8,37,126073,8,2020-09-11
"1","0-59","1",2020-09-12,6,37,4190359,1,2020-09-12
"1","0-59","2",2020-09-12,21,37,4074690,2,2020-09-12
"1","60-+","1",2020-09-12,21,37,557258,3,2020-09-12
"1","60-+","2",2020-09-12,36,37,500271,4,2020-09-12
"2","0-59","1",2020-09-12,0,37,624067,5,2020-09-12
"2","0-59","2",2020-09-12,4,37,555371,6,2020-09-12
"2","60-+","1",2020-09-12,1,37,176506,7,2020-09-12
"2","60-+","2",2020-09-12,6,37,126073,8,2020-09-12
"1","0-59","1",2020-09-13,12,37,4190359,1,2020-09-13
"1","0-59","2",2020-09-13,19,37,4074690,2,2020-09-13
"1","60-+","1",2020-09-13,28,37,557258,3,2020-09-13
"1","60-+","2",2020-09-13,47,37,500271,4,2020-09-13
"2","0-59","1",2020-09-13,0,37,624067,5,2020-09-13
"2","0-59","2",2020-09-13,0,37,555371,6,2020-09-13
"2","60-+","1",2020-09-13,4,37,176506,7,2020-09-13
"2","60-+","2",2020-09-13,10,37,126073,8,2020-09-13
"1","0-59","1",2020-09-14,9,38,4190359,1,2020-09-14
"1","0-59","2",2020-09-14,20,38,4074690,2,2020-09-14
"1","60-+","1",2020-09-14,24,38,557258,3,2020-09-14
"1","60-+","2",2020-09-14,59,38,500271,4,2020-09-14
"2","0-59","1",2020-09-14,0,38,624067,5,2020-09-14
"2","0-59","2",2020-09-14,1,38,555371,6,2020-09-14
"2","60-+","1",2020-09-14,1,38,176506,7,2020-09-14
"2","60-+","2",2020-09-14,8,38,126073,8,2020-09-14
"1","0-59","1",2020-09-15,4,38,4190359,1,2020-09-15
"1","0-59","2",2020-09-15,14,38,4074690,2,2020-09-15
"1","60-+","1",2020-09-15,20,38,557258,3,2020-09-15
"1","60-+","2",2020-09-15,48,38,500271,4,2020-09-15
"2","0-59","1",2020-09-15,2,38,624067,5,2020-09-15
"2","0-59","2",2020-09-15,2,38,555371,6,2020-09-15
"2","60-+","1",2020-09-15,5,38,176506,7,2020-09-15
"2","60-+","2",2020-09-15,12,38,126073,8,2020-09-15
"1","0-59","1",2020-09-16,5,38,4190359,1,2020-09-16
"1","0-59","2",2020-09-16,15,38,4074690,2,2020-09-16
"1","60-+","1",2020-09-16,24,38,557258,3,2020-09-16
"1","60-+","2",2020-09-16,51,38,500271,4,2020-09-16
"2","0-59","1",2020-09-16,1,38,624067,5,2020-09-16
"2","0-59","2",2020-09-16,1,38,555371,6,2020-09-16
"2","60-+","1",2020-09-16,6,38,176506,7,2020-09-16
"2","60-+","2",2020-09-16,5,38,126073,8,2020-09-16
"1","0-59","1",2020-09-17,9,38,4190359,1,2020-09-17
"1","0-59","2",2020-09-17,16,38,4074690,2,2020-09-17
"1","60-+","1",2020-09-17,22,38,557258,3,2020-09-17
"1","60-+","2",2020-09-17,45,38,500271,4,2020-09-17
"2","0-59","1",2020-09-17,1,38,624067,5,2020-09-17
"2","0-59","2",2020-09-17,3,38,555371,6,2020-09-17
"2","60-+","1",2020-09-17,10,38,176506,7,2020-09-17
"2","60-+","2",2020-09-17,9,38,126073,8,2020-09-17
"1","0-59","1",2020-09-18,2,38,4190359,1,2020-09-18
"1","0-59","2",2020-09-18,14,38,4074690,2,2020-09-18
"1","60-+","1",2020-09-18,20,38,557258,3,2020-09-18
"1","60-+","2",2020-09-18,47,38,500271,4,2020-09-18
"2","0-59","1",2020-09-18,0,38,624067,5,2020-09-18
"2","0-59","2",2020-09-18,3,38,555371,6,2020-09-18
"2","60-+","1",2020-09-18,6,38,176506,7,2020-09-18
"2","60-+","2",2020-09-18,6,38,126073,8,2020-09-18
"1","0-59","1",2020-09-19,7,38,4190359,1,2020-09-19
"1","0-59","2",2020-09-19,18,38,4074690,2,2020-09-19
"1","60-+","1",2020-09-19,24,38,557258,3,2020-09-19
"1","60-+","2",2020-09-19,45,38,500271,4,2020-09-19
"2","0-59","1",2020-09-19,0,38,624067,5,2020-09-19
"2","0-59","2",2020-09-19,3,38,555371,6,2020-09-19
"2","60-+","1",2020-09-19,1,38,176506,7,2020-09-19
"2","60-+","2",2020-09-19,6,38,126073,8,2020-09-19
"1","0-59","1",2020-09-20,10,38,4190359,1,2020-09-20
"1","0-59","2",2020-09-20,16,38,4074690,2,2020-09-20
"1","60-+","1",2020-09-20,24,38,557258,3,2020-09-20
"1","60-+","2",2020-09-20,46,38,500271,4,2020-09-20
"2","0-59","1",2020-09-20,0,38,624067,5,2020-09-20
"2","0-59","2",2020-09-20,3,38,555371,6,2020-09-20
"2","60-+","1",2020-09-20,5,38,176506,7,2020-09-20
"2","60-+","2",2020-09-20,6,38,126073,8,2020-09-20
"1","0-59","1",2020-09-21,4,39,4190359,1,2020-09-21
"1","0-59","2",2020-09-21,19,39,4074690,2,2020-09-21
"1","60-+","1",2020-09-21,18,39,557258,3,2020-09-21
"1","60-+","2",2020-09-21,36,39,500271,4,2020-09-21
"2","0-59","1",2020-09-21,1,39,624067,5,2020-09-21
"2","0-59","2",2020-09-21,2,39,555371,6,2020-09-21
"2","60-+","1",2020-09-21,7,39,176506,7,2020-09-21
"2","60-+","2",2020-09-21,5,39,126073,8,2020-09-21
"1","0-59","1",2020-09-22,6,39,4190359,1,2020-09-22
"1","0-59","2",2020-09-22,15,39,4074690,2,2020-09-22
"1","60-+","1",2020-09-22,16,39,557258,3,2020-09-22
"1","60-+","2",2020-09-22,32,39,500271,4,2020-09-22
"2","0-59","1",2020-09-22,1,39,624067,5,2020-09-22
"2","0-59","2",2020-09-22,0,39,555371,6,2020-09-22
"2","60-+","1",2020-09-22,5,39,176506,7,2020-09-22
"2","60-+","2",2020-09-22,3,39,126073,8,2020-09-22
"1","0-59","1",2020-09-23,5,39,4190359,1,2020-09-23
"1","0-59","2",2020-09-23,12,39,4074690,2,2020-09-23
"1","60-+","1",2020-09-23,27,39,557258,3,2020-09-23
"1","60-+","2",2020-09-23,34,39,500271,4,2020-09-23
"2","0-59","1",2020-09-23,0,39,624067,5,2020-09-23
"2","0-59","2",2020-09-23,0,39,555371,6,2020-09-23
"2","60-+","1",2020-09-23,2,39,176506,7,2020-09-23
"2","60-+","2",2020-09-23,4,39,126073,8,2020-09-23
"1","0-59","1",2020-09-24,6,39,4190359,1,2020-09-24
"1","0-59","2",2020-09-24,9,39,4074690,2,2020-09-24
"1","60-+","1",2020-09-24,18,39,557258,3,2020-09-24
"1","60-+","2",2020-09-24,29,39,500271,4,2020-09-24
"2","0-59","1",2020-09-24,3,39,624067,5,2020-09-24
"2","0-59","2",2020-09-24,1,39,555371,6,2020-09-24
"2","60-+","1",2020-09-24,2,39,176506,7,2020-09-24
"2","60-+","2",2020-09-24,7,39,126073,8,2020-09-24
"1","0-59","1",2020-09-25,3,39,4190359,1,2020-09-25
"1","0-59","2",2020-09-25,13,39,4074690,2,2020-09-25
"1","60-+","1",2020-09-25,17,39,557258,3,2020-09-25
"1","60-+","2",2020-09-25,41,39,500271,4,2020-09-25
"2","0-59","1",2020-09-25,3,39,624067,5,2020-09-25
"2","0-59","2",2020-09-25,1,39,555371,6,2020-09-25
"2","60-+","1",2020-09-25,6,39,176506,7,2020-09-25
"2","60-+","2",2020-09-25,5,39,126073,8,2020-09-25
"1","0-59","1",2020-09-26,8,39,4190359,1,2020-09-26
"1","0-59","2",2020-09-26,17,39,4074690,2,2020-09-26
"1","60-+","1",2020-09-26,16,39,557258,3,2020-09-26
"1","60-+","2",2020-09-26,45,39,500271,4,2020-09-26
"2","0-59","1",2020-09-26,1,39,624067,5,2020-09-26
"2","0-59","2",2020-09-26,2,39,555371,6,2020-09-26
"2","60-+","1",2020-09-26,3,39,176506,7,2020-09-26
"2","60-+","2",2020-09-26,7,39,126073,8,2020-09-26
"1","0-59","1",2020-09-27,1,39,4190359,1,2020-09-27
"1","0-59","2",2020-09-27,10,39,4074690,2,2020-09-27
"1","60-+","1",2020-09-27,12,39,557258,3,2020-09-27
"1","60-+","2",2020-09-27,33,39,500271,4,2020-09-27
"2","0-59","1",2020-09-27,0,39,624067,5,2020-09-27
"2","0-59","2",2020-09-27,2,39,555371,6,2020-09-27
"2","60-+","1",2020-09-27,4,39,176506,7,2020-09-27
"2","60-+","2",2020-09-27,4,39,126073,8,2020-09-27
"1","0-59","1",2020-09-28,2,40,4190359,1,2020-09-28
"1","0-59","2",2020-09-28,9,40,4074690,2,2020-09-28
"1","60-+","1",2020-09-28,26,40,557258,3,2020-09-28
"1","60-+","2",2020-09-28,28,40,500271,4,2020-09-28
"2","0-59","1",2020-09-28,0,40,624067,5,2020-09-28
"2","0-59","2",2020-09-28,3,40,555371,6,2020-09-28
"2","60-+","1",2020-09-28,1,40,176506,7,2020-09-28
"2","60-+","2",2020-09-28,5,40,126073,8,2020-09-28
"1","0-59","1",2020-09-29,2,40,4190359,1,2020-09-29
"1","0-59","2",2020-09-29,12,40,4074690,2,2020-09-29
"1","60-+","1",2020-09-29,12,40,557258,3,2020-09-29
"1","60-+","2",2020-09-29,27,40,500271,4,2020-09-29
"2","0-59","1",2020-09-29,0,40,624067,5,2020-09-29
"2","0-59","2",2020-09-29,1,40,555371,6,2020-09-29
"2","60-+","1",2020-09-29,6,40,176506,7,2020-09-29
"2","60-+","2",2020-09-29,6,40,126073,8,2020-09-29
"1","0-59","1",2020-09-30,4,40,4190359,1,2020-09-30
"1","0-59","2",2020-09-30,8,40,4074690,2,2020-09-30
"1","60-+","1",2020-09-30,17,40,557258,3,2020-09-30
"1","60-+","2",2020-09-30,21,40,500271,4,2020-09-30
"2","0-59","1",2020-09-30,0,40,624067,5,2020-09-30
"2","0-59","2",2020-09-30,1,40,555371,6,2020-09-30
"2","60-+","1",2020-09-30,4,40,176506,7,2020-09-30
"2","60-+","2",2020-09-30,3,40,126073,8,2020-09-30
"1","0-59","1",2020-10-01,4,40,4190359,1,2020-10-01
"1","0-59","2",2020-10-01,7,40,4074690,2,2020-10-01
"1","60-+","1",2020-10-01,16,40,557258,3,2020-10-01
"1","60-+","2",2020-10-01,35,40,500271,4,2020-10-01
"2","0-59","1",2020-10-01,1,40,624067,5,2020-10-01
"2","0-59","2",2020-10-01,1,40,555371,6,2020-10-01
"2","60-+","1",2020-10-01,8,40,176506,7,2020-10-01
"2","60-+","2",2020-10-01,10,40,126073,8,2020-10-01
"1","0-59","1",2020-10-02,1,40,4190359,1,2020-10-02
"1","0-59","2",2020-10-02,13,40,4074690,2,2020-10-02
"1","60-+","1",2020-10-02,13,40,557258,3,2020-10-02
"1","60-+","2",2020-10-02,24,40,500271,4,2020-10-02
"2","0-59","1",2020-10-02,0,40,624067,5,2020-10-02
"2","0-59","2",2020-10-02,1,40,555371,6,2020-10-02
"2","60-+","1",2020-10-02,0,40,176506,7,2020-10-02
"2","60-+","2",2020-10-02,7,40,126073,8,2020-10-02
"1","0-59","1",2020-10-03,2,40,4190359,1,2020-10-03
"1","0-59","2",2020-10-03,13,40,4074690,2,2020-10-03
"1","60-+","1",2020-10-03,17,40,557258,3,2020-10-03
"1","60-+","2",2020-10-03,40,40,500271,4,2020-10-03
"2","0-59","1",2020-10-03,2,40,624067,5,2020-10-03
"2","0-59","2",2020-10-03,1,40,555371,6,2020-10-03
"2","60-+","1",2020-10-03,3,40,176506,7,2020-10-03
"2","60-+","2",2020-10-03,4,40,126073,8,2020-10-03
